-183.598, 78.229, 1.646,  1.765
-183.593, 78.174, 1.654,  1.798
-183.587, 78.120, 1.657,  1.831
-183.583, 78.064, 1.663,  1.864
-183.577, 78.009, 1.665,  1.897
-183.572, 77.954, 1.671,  1.930
-183.566, 77.898, 1.674,  1.963
-183.562, 77.843, 1.683,  1.996
-183.555, 77.787, 1.689,  2.029
-183.550, 77.730, 1.700,  2.062
-183.544, 77.674, 1.707,  2.095
-183.539, 77.617, 1.718,  2.128
-183.533, 77.560, 1.725,  2.161
-183.528, 77.502, 1.734,  2.194
-183.521, 77.445, 1.738,  2.227
-183.516, 77.387, 1.745,  2.260
-183.509, 77.329, 1.747,  2.293
-183.504, 77.271, 1.754,  2.326
-183.497, 77.213, 1.758,  2.359
-183.492, 77.154, 1.766,  2.392
-183.485, 77.095, 1.772,  2.425
-183.479, 77.036, 1.782,  2.458
-183.472, 76.977, 1.789,  2.491
-183.467, 76.917, 1.799,  2.524
-183.459, 76.858, 1.804,  2.557
-183.454, 76.798, 1.812,  2.590
-183.446, 76.738, 1.816,  2.623
-183.441, 76.677, 1.824,  2.656
-183.433, 76.617, 1.827,  2.689
-183.427, 76.556, 1.835,  2.722
-183.419, 76.495, 1.840,  2.755
-183.413, 76.434, 1.849,  2.788
-183.406, 76.372, 1.855,  2.821
-183.400, 76.311, 1.865,  2.854
-183.391, 76.249, 1.871,  2.887
-183.385, 76.187, 1.880,  2.920
-183.382, 76.124, 1.883,  2.953
-183.376, 76.061, 1.891,  2.986
-183.367, 75.999, 1.893,  3.019
-183.360, 75.936, 1.904,  3.052
-183.356, 75.872, 1.908,  3.085
-183.350, 75.808, 1.919,  3.118
-183.345, 75.744, 1.927,  3.151
-183.339, 75.680, 1.936,  3.184
-183.334, 75.616, 1.941,  3.217
-183.328, 75.551, 1.947,  3.250
-183.323, 75.486, 1.950,  3.283
-183.317, 75.422, 1.957,  3.316
-183.312, 75.356, 1.962,  3.349
-183.306, 75.291, 1.972,  3.382
-183.301, 75.225, 1.980,  3.415
-183.294, 75.159, 1.990,  3.448
-183.290, 75.093, 1.997,  3.481
-183.283, 75.026, 2.005,  3.514
-183.279, 74.960, 2.009,  3.547
-183.273, 74.893, 2.015,  3.580
-183.268, 74.826, 2.019,  3.613
-183.262, 74.758, 2.027,  3.646
-183.257, 74.691, 2.034,  3.679
-183.251, 74.623, 2.045,  3.712
-183.247, 74.555, 2.053,  3.745
-183.240, 74.486, 2.062,  3.778
-183.236, 74.418, 2.067,  3.811
-183.230, 74.349, 2.073,  3.844
-183.225, 74.280, 2.076,  3.877
-183.219, 74.211, 2.084,  3.910
-183.215, 74.141, 2.091,  3.943
-183.209, 74.071, 2.102,  3.976
-183.205, 74.001, 2.111,  4.009
-183.198, 73.931, 2.121,  4.042
-183.194, 73.860, 2.126,  4.075
-183.188, 73.789, 2.132,  4.108
-183.184, 73.718, 2.134,  4.141
-183.178, 73.647, 2.141,  4.174
-183.174, 73.576, 2.148,  4.207
-183.168, 73.504, 2.161,  4.240
-183.164, 73.432, 2.171,  4.273
-183.158, 73.359, 2.182,  4.306
-183.149, 73.287, 2.183,  4.339
-183.142, 73.214, 2.190,  4.372
-183.139, 73.141, 2.191,  4.405
-183.134, 73.068, 2.201,  4.438
-183.124, 72.995, 2.208,  4.471
-183.117, 72.921, 2.226,  4.504
-183.114, 72.847, 2.234,  4.537
-183.109, 72.772, 2.244,  4.570
-183.099, 72.698, 2.242,  4.603
-183.093, 72.624, 2.247,  4.636
-183.089, 72.549, 2.248,  4.669
-183.084, 72.474, 2.262,  4.702
-183.074, 72.398, 2.273,  4.735
-183.067, 72.322, 2.293,  4.768
-183.064, 72.246, 2.299,  4.801
-183.058, 72.169, 2.304,  4.834
-183.049, 72.093, 2.297,  4.867
-183.041, 72.017, 2.301,  4.900
-183.038, 71.940, 2.306,  4.933
-183.032, 71.863, 2.328,  4.966
-183.023, 71.785, 2.345,  4.999
-183.015, 71.707, 2.364,  5.032
-183.012, 71.628, 2.363,  5.065
-183.006, 71.549, 2.359,  5.098
-182.996, 71.472, 2.348,  5.131
-182.989, 71.394, 2.356,  5.164
-182.985, 71.315, 2.373,  5.197
-182.979, 71.235, 2.407,  5.230
-182.969, 71.155, 2.429,  5.263
-182.961, 71.074, 2.440,  5.296
-182.957, 70.993, 2.420,  5.329
-182.951, 70.913, 2.396,  5.362
-182.947, 70.834, 2.374,  5.395
-182.940, 70.755, 2.373,  5.428
-182.936, 70.676, 2.397,  5.461
-182.929, 70.595, 2.457,  5.494
-182.924, 70.510, 2.534,  5.527
-182.917, 70.424, 2.607,  5.560
-182.912, 70.336, 2.645,  5.593
-182.905, 70.247, 2.651,  5.626
-182.901, 70.160, 2.630,  5.659
-182.894, 70.073, 2.595,  5.692
-182.889, 69.989, 2.545,  5.725
-182.883, 69.906, 2.477,  5.758
-182.879, 69.826, 2.412,  5.791
-182.873, 69.747, 2.370,  5.824
-182.869, 69.669, 2.352,  5.857
-182.863, 69.591, 2.373,  5.890
-182.860, 69.510, 2.426,  5.923
-182.853, 69.427, 2.511,  5.956
-182.849, 69.340, 2.612,  5.989
-182.843, 69.250, 2.724,  6.022
-182.839, 69.156, 2.820,  6.055
-182.832, 69.060, 2.882,  6.088
-182.822, 68.963, 2.895,  6.121
-182.814, 68.867, 2.888,  6.154
-182.810, 68.772, 2.851,  6.187
-182.805, 68.679, 2.807,  6.220
-182.795, 68.588, 2.743,  6.253
-182.787, 68.499, 2.681,  6.286
-182.784, 68.413, 2.590,  6.319
-182.779, 68.329, 2.523,  6.352
-182.770, 68.247, 2.472,  6.385
-182.763, 68.166, 2.464,  6.418
-182.761, 68.083, 2.486,  6.451
-182.755, 67.998, 2.551,  6.484
-182.745, 67.911, 2.633,  6.517
-182.738, 67.820, 2.742,  6.550
-182.734, 67.725, 2.849,  6.583
-182.728, 67.627, 2.951,  6.616
-182.718, 67.527, 3.007,  6.649
-182.709, 67.426, 3.032,  6.682
-182.705, 67.325, 3.017,  6.715
-182.699, 67.226, 2.988,  6.748
-182.694, 67.128, 2.939,  6.781
-182.688, 67.032, 2.881,  6.814
-182.683, 66.939, 2.811,  6.847
-182.677, 66.848, 2.725,  6.880
-182.673, 66.760, 2.651,  6.913
-182.667, 66.674, 2.604,  6.946
-182.664, 66.588, 2.587,  6.979
-182.658, 66.501, 2.612,  7.012
-182.655, 66.412, 2.670,  7.045
-182.649, 66.321, 2.757,  7.078
-182.645, 66.226, 2.859,  7.111
-182.639, 66.127, 2.977,  7.144
-182.628, 66.024, 3.091,  7.177
-182.620, 65.918, 3.200,  7.210
-182.617, 65.809, 3.264,  7.243
-182.611, 65.699, 3.293,  7.276
-182.600, 65.590, 3.279,  7.309
-182.592, 65.482, 3.250,  7.342
-182.588, 65.375, 3.194,  7.375
-182.583, 65.271, 3.133,  7.408
-182.572, 65.170, 3.053,  7.441
-182.565, 65.071, 2.977,  7.474
-182.562, 64.976, 2.875,  7.507
-182.557, 64.883, 2.797,  7.540
-182.547, 64.792, 2.734,  7.573
-182.540, 64.702, 2.715,  7.606
-182.538, 64.611, 2.727,  7.639
-182.533, 64.519, 2.784,  7.672
-182.529, 64.424, 2.865,  7.705
-182.523, 64.325, 2.967,  7.738
-182.519, 64.222, 3.080,  7.771
-182.512, 64.116, 3.202,  7.804
-182.508, 64.005, 3.313,  7.837
-182.501, 63.892, 3.403,  7.870
-182.497, 63.777, 3.446,  7.903
-182.491, 63.662, 3.453,  7.936
-182.487, 63.548, 3.426,  7.969
-182.481, 63.435, 3.381,  8.002
-182.477, 63.325, 3.316,  8.035
-182.471, 63.217, 3.244,  8.068
-182.462, 63.112, 3.157,  8.101
-182.455, 63.010, 3.064,  8.134
-182.453, 62.911, 2.975,  8.167
-182.448, 62.814, 2.918,  8.200
-182.439, 62.719, 2.885,  8.233
-182.433, 62.623, 2.901,  8.266
-182.431, 62.525, 2.945,  8.299
-182.426, 62.424, 3.026,  8.332
-182.417, 62.320, 3.115,  8.365
-182.409, 62.213, 3.230,  8.398
-182.406, 62.101, 3.345,  8.431
-182.401, 61.986, 3.473,  8.464
-182.390, 61.867, 3.574,  8.497
-182.382, 61.745, 3.655,  8.530
-182.378, 61.622, 3.679,  8.563
-182.373, 61.500, 3.675,  8.596
-182.362, 61.379, 3.633,  8.629
-182.354, 61.260, 3.580,  8.662
-182.351, 61.144, 3.504,  8.695
-182.345, 61.030, 3.425,  8.728
-182.341, 60.919, 3.330,  8.761
-182.336, 60.811, 3.248,  8.794
-182.332, 60.705, 3.184,  8.827
-182.327, 60.601, 3.155,  8.860
-182.324, 60.495, 3.160,  8.893
-182.318, 60.389, 3.208,  8.926
-182.315, 60.280, 3.279,  8.959
-182.310, 60.168, 3.374,  8.992
-182.307, 60.052, 3.479,  9.025
-182.301, 59.932, 3.600,  9.058
-182.298, 59.808, 3.719,  9.091
-182.293, 59.680, 3.827,  9.124
-182.282, 59.551, 3.892,  9.157
-182.274, 59.420, 3.923,  9.190
-182.272, 59.290, 3.905,  9.223
-182.267, 59.161, 3.868,  9.256
-182.257, 59.035, 3.800,  9.289
-182.250, 58.911, 3.727,  9.322
-182.248, 58.790, 3.633,  9.355
-182.243, 58.672, 3.539,  9.388
-182.234, 58.558, 3.444,  9.421
-182.227, 58.445, 3.381,  9.454
-182.225, 58.334, 3.338,  9.487
-182.221, 58.223, 3.342,  9.520
-182.211, 58.111, 3.375,  9.553
-182.204, 57.997, 3.447,  9.586
-182.202, 57.879, 3.529,  9.619
-182.198, 57.758, 3.636,  9.652
-182.188, 57.634, 3.742,  9.685
-182.179, 57.505, 3.868,  9.718
-182.176, 57.372, 3.980,  9.751
-182.171, 57.236, 4.086,  9.784
-182.167, 57.097, 4.153,  9.817
-182.161, 56.958, 4.178,  9.850
-182.158, 56.819, 4.160,  9.883
-182.152, 56.682, 4.116,  9.916
-182.149, 56.548, 4.046,  9.949
-182.144, 56.416, 3.964,  9.982
-182.142, 56.287, 3.867, 10.015
-182.137, 56.162, 3.768, 10.048
-182.135, 56.039, 3.673, 10.081
-182.130, 55.920, 3.602, 10.114
-182.129, 55.801, 3.557, 10.147
-182.125, 55.683, 3.554, 10.180
-182.116, 55.564, 3.581, 10.213
-182.110, 55.443, 3.648, 10.246
-182.109, 55.319, 3.724, 10.279
-182.106, 55.191, 3.826, 10.312
-182.097, 55.061, 3.928, 10.345
-182.090, 54.926, 4.051, 10.378
-182.088, 54.787, 4.164, 10.411
-182.085, 54.644, 4.273, 10.444
-182.075, 54.500, 4.338, 10.477
-182.068, 54.354, 4.372, 10.510
-182.066, 54.209, 4.354, 10.543
-182.062, 54.065, 4.315, 10.576
-182.052, 53.924, 4.242, 10.609
-182.045, 53.786, 4.162, 10.642
-182.043, 53.650, 4.064, 10.675
-182.040, 53.518, 3.979, 10.708
-182.030, 53.388, 3.901, 10.741
-182.024, 53.260, 3.861, 10.774
-182.022, 53.132, 3.848, 10.807
-182.019, 53.003, 3.882, 10.840
-182.009, 52.872, 3.933, 10.873
-182.002, 52.739, 4.016, 10.906
-182.000, 52.602, 4.103, 10.939
-181.996, 52.462, 4.213, 10.972
-181.986, 52.318, 4.318, 11.005
-181.978, 52.170, 4.440, 11.038
-181.975, 52.019, 4.533, 11.071
-181.971, 51.866, 4.608, 11.104
-181.968, 51.711, 4.633, 11.137
-181.963, 51.557, 4.622, 11.170
-181.960, 51.404, 4.575, 11.203
-181.955, 51.254, 4.508, 11.236
-181.953, 51.107, 4.418, 11.269
-181.949, 50.963, 4.324, 11.302
-181.947, 50.822, 4.229, 11.335
-181.944, 50.684, 4.154, 11.368
-181.942, 50.548, 4.102, 11.401
-181.939, 50.412, 4.091, 11.434
-181.931, 50.275, 4.107, 11.467
-181.925, 50.137, 4.164, 11.500
-181.924, 49.996, 4.229, 11.533
-181.922, 49.852, 4.322, 11.566
-181.913, 49.705, 4.413, 11.599
-181.907, 49.554, 4.528, 11.632
-181.906, 49.400, 4.636, 11.665
-181.903, 49.241, 4.759, 11.698
-181.894, 49.079, 4.852, 11.731
-181.886, 48.915, 4.929, 11.764
-181.885, 48.750, 4.948, 11.797
-181.882, 48.585, 4.938, 11.830
-181.872, 48.423, 4.885, 11.863
-181.865, 48.263, 4.818, 11.896
-181.864, 48.105, 4.723, 11.929
-181.861, 47.951, 4.626, 11.962
-181.852, 47.801, 4.523, 11.995
-181.845, 47.653, 4.444, 12.028
-181.844, 47.507, 4.382, 12.061
-181.841, 47.362, 4.364, 12.094
-181.840, 47.216, 4.380, 12.127
-181.836, 47.069, 4.429, 12.160
-181.835, 46.919, 4.495, 12.193
-181.831, 46.767, 4.581, 12.226
-181.830, 46.611, 4.675, 12.259
-181.827, 46.451, 4.783, 12.292
-181.819, 46.289, 4.885, 12.325
-181.812, 46.122, 5.007, 12.358
-181.812, 45.951, 5.114, 12.391
-181.809, 45.777, 5.221, 12.424
-181.800, 45.601, 5.283, 12.457
-181.793, 45.424, 5.316, 12.490
-181.793, 45.248, 5.295, 12.523
-181.790, 45.073, 5.254, 12.556
-181.781, 44.901, 5.176, 12.589
-181.775, 44.731, 5.096, 12.622
-181.775, 44.565, 4.990, 12.655
-181.772, 44.402, 4.879, 12.688
-181.763, 44.244, 4.757, 12.721
-181.757, 44.089, 4.661, 12.754
-181.757, 43.936, 4.583, 12.787
-181.754, 43.785, 4.551, 12.820
-181.746, 43.634, 4.548, 12.853
-181.740, 43.481, 4.588, 12.886
-181.739, 43.326, 4.638, 12.919
-181.736, 43.169, 4.718, 12.952
-181.728, 43.009, 4.798, 12.985
-181.721, 42.846, 4.903, 13.018
-181.720, 42.679, 5.001, 13.051
-181.716, 42.508, 5.119, 13.084
-181.715, 42.333, 5.237, 13.117
-181.711, 42.155, 5.363, 13.150
-181.710, 41.972, 5.485, 13.183
-181.707, 41.786, 5.597, 13.216
-181.707, 41.597, 5.674, 13.249
-181.703, 41.406, 5.710, 13.282
-181.704, 41.217, 5.698, 13.315
-181.701, 41.028, 5.657, 13.348
-181.693, 40.843, 5.580, 13.381
-181.688, 40.660, 5.498, 13.414
-181.690, 40.480, 5.387, 13.447
-181.688, 40.305, 5.280, 13.480
-181.680, 40.133, 5.158, 13.513
-181.675, 39.965, 5.061, 13.546
-181.677, 39.799, 4.972, 13.579
-181.676, 39.634, 4.933, 13.612
-181.668, 39.471, 4.915, 13.645
-181.663, 39.306, 4.943, 13.678
-181.664, 39.140, 4.982, 13.711
-181.662, 38.971, 5.051, 13.744
-181.654, 38.801, 5.119, 13.777
-181.649, 38.627, 5.214, 13.810
-181.650, 38.450, 5.304, 13.843
-181.647, 38.269, 5.416, 13.876
-181.639, 38.085, 5.518, 13.909
-181.633, 37.897, 5.641, 13.942
-181.633, 37.706, 5.752, 13.975
-181.631, 37.510, 5.880, 14.008
-181.631, 37.310, 5.998, 14.041
-181.628, 37.107, 6.098, 14.074
-181.629, 36.902, 6.157, 14.107
-181.627, 36.696, 6.175, 14.140
-181.619, 36.492, 6.141, 14.173
-181.614, 36.290, 6.087, 14.206
-181.616, 36.090, 5.998, 14.239
-181.615, 35.894, 5.898, 14.272
-181.607, 35.702, 5.775, 14.305
-181.602, 35.513, 5.662, 14.338
-181.604, 35.328, 5.550, 14.371
-181.602, 35.146, 5.473, 14.404
-181.594, 34.966, 5.406, 14.437
-181.590, 34.787, 5.379, 14.470
-181.591, 34.608, 5.361, 14.503
-181.590, 34.429, 5.374, 14.536
-181.582, 34.249, 5.391, 14.569
-181.577, 34.068, 5.443, 14.602
-181.578, 33.884, 5.499, 14.635
-181.576, 33.698, 5.593, 14.668
-181.568, 33.508, 5.693, 14.701
-181.563, 33.314, 5.821, 14.734
-181.563, 33.116, 5.935, 14.767
-181.561, 32.914, 6.068, 14.800
-181.562, 32.707, 6.197, 14.833
-181.560, 32.497, 6.331, 14.866
-181.561, 32.282, 6.458, 14.899
-181.560, 32.063, 6.576, 14.932
-181.552, 31.841, 6.648, 14.965
-181.547, 31.619, 6.692, 14.998
-181.549, 31.396, 6.677, 15.031
-181.548, 31.175, 6.638, 15.064
-181.541, 30.957, 6.557, 15.097
-181.536, 30.742, 6.464, 15.130
-181.538, 30.531, 6.346, 15.163
-181.537, 30.323, 6.232, 15.196
-181.529, 30.120, 6.116, 15.229
-181.524, 29.919, 6.030, 15.262
-181.527, 29.721, 5.962, 15.295
-181.525, 29.523, 5.930, 15.328
-181.517, 29.326, 5.912, 15.361
-181.513, 29.129, 5.929, 15.394
-181.515, 28.930, 5.952, 15.427
-181.513, 28.730, 6.004, 15.460
-181.505, 28.528, 6.058, 15.493
-181.500, 28.323, 6.143, 15.526
-181.501, 28.116, 6.230, 15.559
-181.500, 27.904, 6.343, 15.592
-181.501, 27.689, 6.455, 15.625
-181.499, 27.470, 6.574, 15.658
-181.492, 27.247, 6.679, 15.691
-181.487, 27.021, 6.805, 15.724
-181.488, 26.791, 6.915, 15.757
-181.487, 26.556, 7.042, 15.790
-181.479, 26.319, 7.136, 15.823
-181.474, 26.078, 7.219, 15.856
-181.475, 25.837, 7.242, 15.889
-181.474, 25.596, 7.235, 15.922
-181.475, 25.357, 7.184, 15.955
-181.474, 25.120, 7.109, 15.988
-181.466, 24.887, 7.000, 16.021
-181.462, 24.658, 6.884, 16.054
-181.464, 24.433, 6.755, 16.087
-181.463, 24.213, 6.640, 16.120
-181.456, 23.995, 6.532, 16.153
-181.451, 23.780, 6.462, 16.186
-181.454, 23.566, 6.414, 16.219
-181.453, 23.353, 6.403, 16.252
-181.445, 23.139, 6.404, 16.285
-181.440, 22.924, 6.440, 16.318
-181.442, 22.708, 6.482, 16.351
-181.441, 22.490, 6.553, 16.384
-181.443, 22.268, 6.630, 16.417
-181.442, 22.044, 6.719, 16.450
-181.435, 21.817, 6.800, 16.483
-181.431, 21.587, 6.905, 16.516
-181.433, 21.354, 6.996, 16.549
-181.433, 21.117, 7.109, 16.582
-181.425, 20.877, 7.206, 16.615
-181.420, 20.633, 7.326, 16.648
-181.422, 20.386, 7.429, 16.681
-181.421, 20.135, 7.552, 16.714
-181.414, 19.880, 7.655, 16.747
-181.408, 19.622, 7.763, 16.780
-181.410, 19.361, 7.825, 16.813
-181.409, 19.099, 7.858, 16.846
-181.411, 18.838, 7.841, 16.879
-181.410, 18.579, 7.791, 16.912
-181.402, 18.322, 7.701, 16.945
-181.398, 18.069, 7.600, 16.978
-181.401, 17.820, 7.480, 17.011
-181.400, 17.575, 7.370, 17.044
-181.393, 17.333, 7.265, 17.077
-181.388, 17.094, 7.192, 17.110
-181.391, 16.856, 7.140, 17.143
-181.391, 16.619, 7.127, 17.176
-181.383, 16.381, 7.124, 17.209
-181.378, 16.143, 7.155, 17.242
-181.380, 15.903, 7.188, 17.275
-181.379, 15.661, 7.249, 17.308
-181.382, 15.417, 7.314, 17.341
-181.381, 15.171, 7.393, 17.374
-181.374, 14.922, 7.464, 17.407
-181.370, 14.670, 7.558, 17.440
-181.373, 14.415, 7.640, 17.473
-181.373, 14.157, 7.744, 17.506
-181.366, 13.896, 7.833, 17.539
-181.361, 13.632, 7.944, 17.572
-181.363, 13.364, 8.039, 17.605
-181.363, 13.092, 8.155, 17.638
-181.356, 12.818, 8.252, 17.671
-181.350, 12.539, 8.370, 17.704
-181.352, 12.258, 8.456, 17.737
-181.351, 11.974, 8.532, 17.770
-181.354, 11.688, 8.559, 17.803
-181.354, 11.404, 8.546, 17.836
-181.347, 11.121, 8.484, 17.869
-181.343, 10.842, 8.402, 17.902
-181.346, 10.566, 8.289, 17.935
-181.346, 10.294, 8.173, 17.968
-181.339, 10.026, 8.049, 18.001
-181.335, 9.761, 7.945, 18.034
-181.338, 9.500, 7.854, 18.067
-181.338, 9.240, 7.800, 18.100
-181.330, 8.981, 7.762, 18.133
-181.326, 8.723, 7.761, 18.166
-181.328, 8.464, 7.766, 18.199
-181.328, 8.203, 7.802, 18.232
-181.321, 7.942, 7.835, 18.265
-181.316, 7.679, 7.896, 18.298
-181.318, 7.413, 7.951, 18.331
-181.317, 7.146, 8.029, 18.364
-181.320, 6.875, 8.108, 18.397
-181.319, 6.602, 8.197, 18.430
-181.313, 6.326, 8.274, 18.463
-181.308, 6.047, 8.374, 18.496
-181.311, 5.765, 8.459, 18.529
-181.312, 5.480, 8.565, 18.562
-181.305, 5.192, 8.654, 18.595
-181.300, 4.900, 8.766, 18.628
-181.302, 4.605, 8.860, 18.661
-181.303, 4.306, 8.974, 18.694
-181.295, 4.004, 9.069, 18.727
-181.290, 3.699, 9.185, 18.760
-181.292, 3.390, 9.281, 18.793
-181.292, 3.078, 9.382, 18.826
-181.294, 2.763, 9.445, 18.859
-181.294, 2.448, 9.469, 18.892
-181.288, 2.133, 9.437, 18.925
-181.284, 1.821, 9.379, 18.958
-181.287, 1.512, 9.282, 18.991
-181.288, 1.207, 9.168, 19.024
-181.281, 0.906, 9.036, 19.057
-181.277, 0.610, 8.911, 19.090
-181.280, 0.317, 8.788, 19.123
-181.281, 0.027, 8.692, 19.156
-181.274, -0.260, 8.613, 19.189
-181.269, -0.545, 8.571, 19.222
-181.272, -0.830, 8.540, 19.255
-181.272, -1.115, 8.542, 19.288
-181.265, -1.400, 8.547, 19.321
-181.260, -1.686, 8.582, 19.354
-181.262, -1.974, 8.614, 19.387
-181.262, -2.263, 8.671, 19.420
-181.265, -2.554, 8.730, 19.453
-181.265, -2.848, 8.802, 19.486
-181.259, -3.143, 8.863, 19.519
-181.255, -3.442, 8.949, 19.552
-181.258, -3.742, 9.020, 19.585
-181.259, -4.046, 9.114, 19.618
-181.253, -4.352, 9.192, 19.651
-181.248, -4.662, 9.292, 19.684
-181.251, -4.974, 9.376, 19.717
-181.251, -5.290, 9.481, 19.750
-181.245, -5.609, 9.567, 19.783
-181.240, -5.931, 9.676, 19.816
-181.242, -6.256, 9.766, 19.849
-181.242, -6.585, 9.876, 19.882
-181.235, -6.916, 9.967, 19.915
-181.229, -7.252, 10.079, 19.948
-181.231, -7.590, 10.172, 19.981
-181.230, -7.933, 10.285, 20.014
-181.233, -8.278, 10.389, 20.047
-181.234, -8.628, 10.499, 20.080
-181.228, -8.980, 10.576, 20.113
-181.223, -9.334, 10.643, 20.146
-181.227, -9.689, 10.651, 20.179
-181.228, -10.043, 10.627, 20.212
-181.221, -10.394, 10.554, 20.245
-181.217, -10.742, 10.461, 20.278
-181.220, -11.087, 10.345, 20.311
-181.221, -11.427, 10.230, 20.344
-181.214, -11.764, 10.112, 20.377
-181.209, -12.097, 10.018, 20.410
-181.212, -12.428, 9.938, 20.443
-181.212, -12.758, 9.888, 20.476
-181.204, -13.086, 9.848, 20.509
-181.199, -13.414, 9.839, 20.542
-181.202, -13.742, 9.832, 20.575
-181.201, -14.071, 9.853, 20.608
-181.205, -14.400, 9.878, 20.641
-181.205, -14.731, 9.920, 20.674
-181.199, -15.063, 9.955, 20.707
-181.195, -15.397, 10.014, 20.740
-181.198, -15.732, 10.063, 20.773
-181.200, -16.070, 10.134, 20.806
-181.193, -16.410, 10.192, 20.839
-181.189, -16.752, 10.273, 20.872
-181.192, -17.097, 10.339, 20.905
-181.193, -17.444, 10.426, 20.938
-181.186, -17.794, 10.497, 20.971
-181.181, -18.147, 10.590, 21.004
-181.184, -18.502, 10.667, 21.037
-181.184, -18.861, 10.763, 21.070
-181.177, -19.222, 10.842, 21.103
-181.171, -19.586, 10.943, 21.136
-181.173, -19.953, 11.025, 21.169
-181.173, -20.324, 11.128, 21.202
-181.176, -20.697, 11.222, 21.235
-181.177, -21.074, 11.325, 21.268
-181.171, -21.454, 11.410, 21.301
-181.167, -21.837, 11.516, 21.334
-181.170, -22.224, 11.603, 21.367
-181.172, -22.613, 11.710, 21.400
-181.166, -23.006, 11.796, 21.433
-181.162, -23.402, 11.905, 21.466
-181.165, -23.801, 11.992, 21.499
-181.166, -24.204, 12.083, 21.532
-181.159, -24.607, 12.127, 21.565
-181.155, -25.012, 12.145, 21.598
-181.157, -25.415, 12.105, 21.631
-181.158, -25.816, 12.036, 21.664
-181.150, -26.213, 11.930, 21.697
-181.145, -26.606, 11.812, 21.730
-181.147, -26.995, 11.682, 21.763
-181.148, -27.380, 11.561, 21.796
-181.140, -27.762, 11.445, 21.829
-181.134, -28.140, 11.357, 21.862
-181.136, -28.516, 11.281, 21.895
-181.135, -28.890, 11.232, 21.928
-181.138, -29.264, 11.195, 21.961
-181.139, -29.636, 11.180, 21.994
-181.132, -30.009, 11.165, 22.027
-181.128, -30.382, 11.177, 22.060
-181.131, -30.755, 11.186, 22.093
-181.132, -31.129, 11.218, 22.126
-181.126, -31.504, 11.242, 22.159
-181.121, -31.881, 11.290, 22.192
-181.124, -32.258, 11.328, 22.225
-181.125, -32.638, 11.388, 22.258
-181.118, -33.020, 11.435, 22.291
-181.112, -33.403, 11.505, 22.324
-181.114, -33.788, 11.561, 22.357
-181.115, -34.176, 11.639, 22.390
-181.107, -34.566, 11.700, 22.423
-181.101, -34.959, 11.784, 22.456
-181.103, -35.354, 11.851, 22.489
-181.102, -35.751, 11.939, 22.522
-181.105, -36.152, 12.020, 22.555
-181.106, -36.555, 12.110, 22.588
-181.100, -36.961, 12.184, 22.621
-181.096, -37.370, 12.279, 22.654
-181.099, -37.782, 12.356, 22.687
-181.101, -38.196, 12.453, 22.720
-181.095, -38.613, 12.531, 22.753
-181.090, -39.034, 12.631, 22.786
-181.093, -39.457, 12.712, 22.819
-181.094, -39.884, 12.812, 22.852
-181.088, -40.313, 12.893, 22.885
-181.082, -40.746, 12.996, 22.918
-181.085, -41.181, 13.079, 22.951
-181.085, -41.620, 13.182, 22.984
-181.078, -42.061, 13.265, 23.017
-181.072, -42.506, 13.369, 23.050
